breadcrumb,title,description,address,monthly_rent,monthly_aconto,move_in_price,available_from,rental_period,Boligtype,Størrelse,Værelser,Etage,Møbleret,Delevenlig,Husdyr tilladt,Elevator,Seniorvenlig,Kun for studerende,Altan/terrasse,Parkering,Opvaskemaskine,Vaskemaskine,Ladestander,Tørretumbler,Lejeperiode,Ledig fra,Månedlig leje,Aconto,Depositum,Forudbetalt husleje,Indflytningspris,Oprettelsesdato,Sagsnr.,energy_mark_src,Energimærke 
Hjem > Lejligheder > København > 3 værelses > København V > Hjem > Lejligheder > København > 3 værelses > København V,Indbydende herskabslejlighed i hjertet af København,"Lejlighederne har et stort, lyst køkken-alrum med en flytbar køkken-ø og Qooker. Du får et rummeligt badeværelse med vaskesøjle. Der er fra 1 til 3 separate værelser, og alle lejligheder har lyse plankegulve i eg, højt til loftet og eksklusive detaljer.

De fleste lejligheder har egen altan.

Hårde hvidevarer
Der er alt i hårde hvidevarer inklusive vaskemaskine, tørretumbler og opvaskemaskine.

Husdyr
Det er ikke tilladt at have husdyr i ejendommen.

Parkering
Der er ikke parkering tilknyttet ejendommen.

Elevator
Der er elevator i ejendommen.

De viste billeder kan være fra et andet men tilsvarende lejemål i samme ejendom. Mindre afvigelser kan derfor forekomme.","I går, Anker Heegaards Gade, 1572 København, København V  - 3. sal",23.000 kr.,1200 kr.,116.200 kr.,1. december 2024,116.200 kr.,Lejlighed,116 m²,3.0,3.,Nej,Ja,Ja,Ja,Ikke angivet,Ikke angivet,Ikke angivet,Ja,Ja,Ja,Ikke angivet,Ja,Ubegrænset,1. december 2024,23.000 kr.,1.200 kr.,69.000 kr.,23.000 kr.,116.200 kr.,6.9.2024,4282577,none,-
Hjem > Lejligheder > København > 3 værelses > København Ø > Hjem > Lejligheder > København > 3 værelses > København Ø,Lys lejlighed på Østerbro,"Jeg udlejer min lejlighed i 2 måneder (28. september til 29. november 2024). Lejen inkluderer vand, gas og wifi. 

Leder efter en ansvarlig og stille lejer. 

Fuldt møbleret, men det er ikke tilladt at flytte rundt på møblerne. 

----------

*ENGLISH*

I am renting out my apartment for 2 months (28 September to 29 November 2024). Rent includes water, gas and wifi. 

Looking for a responsible and quiet tenant. 

Fully furnished, but moving around the furniture is not allowed.","I går, Løgstørgade, 2100 København, København Ø  - Stuen",16.000 kr.,0 kr.,40.000 kr.,28. september 2024,40.000 kr.,Lejlighed,81 m²,3.0,Stuen,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,1-11 måneder,28. september 2024,16.000 kr.,0 kr.,8.000 kr.,16.000 kr.,40.000 kr.,6.9.2024,5455321,/static/images/energy_labels/C_str2.png,
Hjem > Værelser > København > 1 værelses > København Sv > Hjem > Værelser > København > 1 værelses > København Sv,Værelse med havudsigt udlejes,"Ønsker du at bo tæt ved vandet og have muligheden for at tage ud og vinterbade eller ro kajak, så læs med her. 

15m2 Værelse til leje i en lejlighed der indeholder 3 værelser, et køkken og et badeværelse fordelt på 92 m2 og 20 m2 altan. Værelset lejes ud umøbleret.

Lejligheden ligger i et maritimt miljø kaldet Sømærk, som har vundet adskillige arkitektpriser og består af fem boligblokke, der er bygget ude på vandet. Mellem boligblokkene er der derudover bygget bassiner, som børn og andre vandglade elementer kan bade i.. Under pælene, som holder Sømærk på plads over vandet, er der desuden indrettet borde, hvor beboerne kan rense fisk friskfanget i havnen eller hygge ved opstillede borde og bænke. Til sidst er der mulighed for gratis at låne både enmands- og tomandskajakker samt paddleboards, som tilhører boligforeninge. 

Huslejen er inkl. wi-fi, el, vand og varme.
Hvis du vil vide mere, kan du altid ringe eller sende en sms med navn, alder og beskæftigelse. Jeg er selv en mand på 44 år, der driver min egen virksomhed.

OBS. BoligPortal gør opmærksom på at boligen er del af en boligforening. Kommende lejer skal derfor godkendes af udlejers boligforening før indflytning.","I går, Peter Holms Vej, 2450 København, København SV  - Stuen",5.900 kr.,0 kr.,29.500 kr.,Snarest muligt,29.500 kr.,Værelse,15 m²,1.0,Stuen,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,Ubegrænset,Snarest muligt,5.900 kr.,0 kr.,17.700 kr.,5.900 kr.,29.500 kr.,6.9.2024,5455316,none,-
Hjem > Lejligheder > København > 1 værelses > Skovlunde > Hjem > Lejligheder > København > 1 værelses > Skovlunde,Ny 1-værelses lejlighed i Skovlunde Bymidte!,"Ny 1-værelses lejligheder i Skovlunde Bymidte, som står klar til indflytning 1/7-2024.
Denne 1-værelses lejlighed, på rummelige 46 kvm, er perfekt til dig, som vil have en 1-værelses, men gerne vil have lidt mere plads, end man kan finde i andre 1-værelses lejligheder. Udover de ekstra kvadratmeter følger også en altan eller en terrasse for lejligheder i stueplan. 
Selve lejligheden er indrettet med flotte og slidstærke gulve med gulvvarme samt et integreret ventilationssystem, som sikrer dig det bedste indeklima året rundt. Derudover har lejligheden et funktionelt hvidt Designa køkken. 
Alle lejligheder har eget depotrum, enten i lejligheden eller i kælderen.

Generelle informationer om området:
Velkommen til Skovlunde Bymidte!
Skovlunde Bymidte er det nyeste byggeri i det yderst populære område, Skovlunde. 
Placeret kun 200 meter fra S-togstationen, som fører dig til Nørreport på 22 minutter, finder du Skovlunde Bymidte. Dermed er området et klogt og godt valg for dig, som gerne vil have mere plads og ro, samtidig med kun at være få minutter fra det pulserende storbyliv i København.
Foretrækker du bil, så kan Skovlunde Bymidte tilbyde parkering i parkeringskælder til et månedligt beløb på 625kr. 

Som beboer i Skovlunde Bymidte, har du gode indkøbsmuligheder i butikker som Normal, Meny, Lagkagehuset og Netto, som alle er indenfor gå-afstand. Dette, kombineret med hyggelige cafeer og grønne oaser i bystræderne mellem bygningerne, giver et miljø som man nemt kommer til at føle sig hjemme i. 

Billederne er ikke fra den specifikke lejlighed da lejlighederne ikke er færdige endnu. Derfor er billederne kun visualiserende.","I går, Bybuen, 2740 København, Skovlunde  - 3. sal",9.550 kr.,550 kr.,48.300 kr.,Snarest muligt,48.300 kr.,Lejlighed,46 m²,1.0,3.,Nej,Nej,Ja,Ja,Nej,Nej,Ja,Ja,Ikke angivet,Ja,Ja,Ja,Ubegrænset,Snarest muligt,9.550 kr.,550 kr.,28.650 kr.,9.550 kr.,48.300 kr.,6.9.2024,5424748,/static/images/energy_labels/A15_str2.png,
Hjem > Værelser > København > 1 værelses > København K > Hjem > Værelser > København > 1 værelses > København K,Central furnished apartment,"Cozy central apartment next to Amalienborg castle.

2-3 bedrooms
Dining room","I går, Fredericiagade, 1310 København, København K  - 1. sal",16.500 kr.,1400 kr.,67.400 kr.,Snarest muligt,67.400 kr.,Værelse,90 m²,1.0,1.,Ja,Ja,Nej,Nej,Nej,Nej,Nej,Nej,Ja,Ja,Ikke angivet,Ikke angivet,24+ måneder,Snarest muligt,16.500 kr.,1.400 kr.,49.500 kr.,0 kr.,67.400 kr.,6.9.2024,4941825,/static/images/energy_labels/C_str2.png,
Hjem > Lejligheder > København > 4 værelses > Herlev > Hjem > Lejligheder > København > 4 værelses > Herlev,4-værelses lejebolig i Herlev,"Kom og oplev Bakkekæret
ÅBENT HUS:
Bakkekæret:
Find din nye lejebolig blandt de 445 lejeboliger. Her er et husrum til dig, der har brug for at børnene får eget værelse. Til parret, der vil have ekstra god plads. Til jer, der vil downsize. Til dem der vil bo alene. Til dem der vil bo sammen.
Frem for alt er der plads til alle livsfaser og drømme i Bakkekærets fællesskab mellem dig, naboer og naturen.
Boligerne bliver færdige i 6 etaper og denne bolig ligger i ejendommens tredje etape med indflytning 1. december 2024.
Gårdrum og fællesskab:
Bakkekærets hjerte er det grønne bakkedrag i gårdrummet, hvor græsset vokser til, træerne bærer frugt og urtehaverne kan dyrkes. Her kan børnene udforske naturen og tumle på legepladsen eller du kan nyde en fredelig kop kaffe i en varm solplet.
Med tre orangerier, tagterrasser og et fælleshus på 400 m2, er der skabt rum til både alenetid, familietid og hyggetid.
Herlev:
Lige rundt om hjørnet fra Bakkekæret finder du Herlev Bymidte og Herlev Bygade. Her kan du klare hverdagens indkøb, men kan også finde restauranter, tøjbutikker, frisør og meget mere. Du kan gå en tur på det lille strøg ved Herlev Torv eller besøge butikkerne i Herlev Bymidte Center. Kun et par minutter fra bymidten ligger også BIG Shopping, hvor du kan finde bl.a. byggemarked, en biograf og et legeland for de mindste.
Forestil dig at bo et sted, hvor du kan have naturen og alt hvad du skal bruge i hverdagslivet tæt på – og samtidig have København inden for rækkevidde. Hop på cyklen, ind i bilen eller S-toget på Herlev Station, og kom let på arbejde. Gå en tur i en af byens mange parker eller dyrk outdoor-livet i et af de grønne naturområder.
Praktisk:
Derudover får du:
- Elevator i bygningen
- Depotrum i kælder eller plint
- Det er muligt at leje en p-plads i kælderen (der er også el ladepladser)
Det med småt:
- Det er ikke tilladt at stå i RKI
- Kæledyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig","I går, Hørkær, 2730 København, Herlev  - 2. sal",14.500 kr.,750 kr.,73.250 kr.,30. november 2024,73.250 kr.,Lejlighed,91 m²,4.0,2.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,30. november 2024,14.500 kr.,750 kr.,43.500 kr.,14.500 kr.,73.250 kr.,6.9.2024,5455332,none,-
Hjem > Lejligheder > København > 2 værelses > Herlev > Hjem > Lejligheder > København > 2 værelses > Herlev,2-værelses lejebolig i Herlev,"Velkommen til Bakkekæret
ÅBENT HUS:
Bakkekæret:
Find din nye lejebolig blandt de 445 lejeboliger. Her er et husrum til dig, der har brug for at børnene får eget værelse. Til parret, der vil have ekstra god plads. Til jer, der vil downsize. Til dem der vil bo alene. Til dem der vil bo sammen.
Frem for alt er der plads til alle livsfaser og drømme i Bakkekærets fællesskab mellem dig, naboer og naturen.
Boligerne bliver færdige i 6 etaper og denne bolig ligger i ejendommens tredje etape med indflytning 1. december 2024.
Gårdrum og fællesskab:
Bakkekærets hjerte er det grønne bakkedrag i gårdrummet, hvor græsset vokser til, træerne bærer frugt og urtehaverne kan dyrkes. Her kan børnene udforske naturen og tumle på legepladsen eller du kan nyde en fredelig kop kaffe i en varm solplet.
Med tre orangerier, tagterrasser og et fælleshus på 400 m2, er der skabt rum til både alenetid, familietid og hyggetid.
Herlev:
Lige rundt om hjørnet fra Bakkekæret finder du Herlev Bymidte og Herlev Bygade. Her kan du klare hverdagens indkøb, men kan også finde restauranter, tøjbutikker, frisør og meget mere. Du kan gå en tur på det lille strøg ved Herlev Torv eller besøge butikkerne i Herlev Bymidte Center. Kun et par minutter fra bymidten ligger også BIG Shopping, hvor du kan finde bl.a. byggemarked, en biograf og et legeland for de mindste.
Forestil dig at bo et sted, hvor du kan have naturen og alt hvad du skal bruge i hverdagslivet tæt på – og samtidig have København inden for rækkevidde. Hop på cyklen, ind i bilen eller S-toget på Herlev Station, og kom let på arbejde. Gå en tur i en af byens mange parker eller dyrk outdoor-livet i et af de grønne naturområder.
Praktisk:
Derudover får du:
- Elevator i bygningen
- Depotrum i kælder eller plint
- Det er muligt at leje en p-plads i kælderen (der er også el ladepladser)
Det med småt:
- Det er ikke tilladt at stå i RKI
- Kæledyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig","I går, Hørkær, 2730 København, Herlev  - 2. sal",9.500 kr.,200 kr.,47.700 kr.,30. november 2024,47.700 kr.,Lejlighed,45 m²,2.0,2.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,30. november 2024,9.500 kr.,200 kr.,28.500 kr.,9.500 kr.,47.700 kr.,6.9.2024,5455331,none,-
Hjem > Lejligheder > København > 3 værelses > Herlev > Hjem > Lejligheder > København > 3 værelses > Herlev,Bo i Herlev,"3-værelses lejebolig i Bakkekæret
ÅBENT HUS:
Bakkekæret:
Find din nye lejebolig blandt de 445 lejeboliger. Her er et husrum til dig, der har brug for at børnene får eget værelse. Til parret, der vil have ekstra god plads. Til jer, der vil downsize. Til dem der vil bo alene. Til dem der vil bo sammen.
Frem for alt er der plads til alle livsfaser og drømme i Bakkekærets fællesskab mellem dig, naboer og naturen.
Boligerne bliver færdige i 6 etaper og denne bolig ligger i ejendommens tredje etape med indflytning 1. december 2024.
Gårdrum og fællesskab:
Bakkekærets hjerte er det grønne bakkedrag i gårdrummet, hvor græsset vokser til, træerne bærer frugt og urtehaverne kan dyrkes. Her kan børnene udforske naturen og tumle på legepladsen eller du kan nyde en fredelig kop kaffe i en varm solplet.
Med tre orangerier, tagterrasser og et fælleshus på 400 m2, er der skabt rum til både alenetid, familietid og hyggetid.
Herlev:
Lige rundt om hjørnet fra Bakkekæret finder du Herlev Bymidte og Herlev Bygade. Her kan du klare hverdagens indkøb, men kan også finde restauranter, tøjbutikker, frisør og meget mere. Du kan gå en tur på det lille strøg ved Herlev Torv eller besøge butikkerne i Herlev Bymidte Center. Kun et par minutter fra bymidten ligger også BIG Shopping, hvor du kan finde bl.a. byggemarked, en biograf og et legeland for de mindste.
Forestil dig at bo et sted, hvor du kan have naturen og alt hvad du skal bruge i hverdagslivet tæt på – og samtidig have København inden for rækkevidde. Hop på cyklen, ind i bilen eller S-toget på Herlev Station, og kom let på arbejde. Gå en tur i en af byens mange parker eller dyrk outdoor-livet i et af de grønne naturområder.
Praktisk:
Derudover får du:
- Elevator i bygningen
- Depotrum i kælder eller plint
- Det er muligt at leje en p-plads i kælderen (der er også el ladepladser)
Det med småt:
- Det er ikke tilladt at stå i RKI
- Kæledyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig","I går, Hørkær, 2730 København, Herlev  - 1. sal",13.400 kr.,600 kr.,67.600 kr.,30. november 2024,67.600 kr.,Lejlighed,81 m²,3.0,1.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,30. november 2024,13.400 kr.,600 kr.,40.200 kr.,13.400 kr.,67.600 kr.,6.9.2024,5455330,none,-
Hjem > Lejligheder > København > 4 værelses > Herlev > Hjem > Lejligheder > København > 4 værelses > Herlev,Herlev – lejebolig tæt ved stationen,"Deleboliger tillades
ÅBENT HUS:
Bakkekæret:
Find din nye lejebolig blandt de 445 lejeboliger. Her er et husrum til dig, der har brug for at børnene får eget værelse. Til parret, der vil have ekstra god plads. Til jer, der vil downsize. Til dem der vil bo alene. Til dem der vil bo sammen.
Frem for alt er der plads til alle livsfaser og drømme i Bakkekærets fællesskab mellem dig, naboer og naturen.
Boligerne bliver færdige i 6 etaper og denne bolig ligger i ejendommens tredje etape med indflytning 1. december 2024.
Gårdrum og fællesskab:
Bakkekærets hjerte er det grønne bakkedrag i gårdrummet, hvor græsset vokser til, træerne bærer frugt og urtehaverne kan dyrkes. Her kan børnene udforske naturen og tumle på legepladsen eller du kan nyde en fredelig kop kaffe i en varm solplet.
Med tre orangerier, tagterrasser og et fælleshus på 400 m2, er der skabt rum til både alenetid, familietid og hyggetid.
Herlev:
Lige rundt om hjørnet fra Bakkekæret finder du Herlev Bymidte og Herlev Bygade. Her kan du klare hverdagens indkøb, men kan også finde restauranter, tøjbutikker, frisør og meget mere. Du kan gå en tur på det lille strøg ved Herlev Torv eller besøge butikkerne i Herlev Bymidte Center. Kun et par minutter fra bymidten ligger også BIG Shopping, hvor du kan finde bl.a. byggemarked, en biograf og et legeland for de mindste.
Forestil dig at bo et sted, hvor du kan have naturen og alt hvad du skal bruge i hverdagslivet tæt på – og samtidig have København inden for rækkevidde. Hop på cyklen, ind i bilen eller S-toget på Herlev Station, og kom let på arbejde. Gå en tur i en af byens mange parker eller dyrk outdoor-livet i et af de grønne naturområder.
Praktisk:
Derudover får du:
- Elevator i bygningen
- Depotrum i kælder eller plint
- Det er muligt at leje en p-plads i kælderen (der er også el ladepladser)
Det med småt:
- Det er ikke tilladt at stå i RKI
- Kæledyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig","I går, Hørkær, 2730 København, Herlev  - 2. sal",12.600 kr.,600 kr.,63.600 kr.,30. november 2024,63.600 kr.,Lejlighed,78 m²,4.0,2.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,30. november 2024,12.600 kr.,600 kr.,37.800 kr.,12.600 kr.,63.600 kr.,6.9.2024,5455329,none,-
Hjem > Lejligheder > København > 4 værelses > Herlev > Hjem > Lejligheder > København > 4 værelses > Herlev,4-værelses lejebolig i Herlev,"Kom og oplev Bakkekæret!
ÅBENT HUS:
Bakkekæret:
Find din nye lejebolig blandt de 445 lejeboliger. Her er et husrum til dig, der har brug for at børnene får eget værelse. Til parret, der vil have ekstra god plads. Til jer, der vil downsize. Til dem der vil bo alene. Til dem der vil bo sammen.
Frem for alt er der plads til alle livsfaser og drømme i Bakkekærets fællesskab mellem dig, naboer og naturen.
Boligerne bliver færdige i 6 etaper og denne bolig ligger i ejendommens tredje etape med indflytning 1. december 2024.
Gårdrum og fællesskab:
Bakkekærets hjerte er det grønne bakkedrag i gårdrummet, hvor græsset vokser til, træerne bærer frugt og urtehaverne kan dyrkes. Her kan børnene udforske naturen og tumle på legepladsen eller du kan nyde en fredelig kop kaffe i en varm solplet.
Med tre orangerier, tagterrasser og et fælleshus på 400 m2, er der skabt rum til både alenetid, familietid og hyggetid.
Herlev:
Lige rundt om hjørnet fra Bakkekæret finder du Herlev Bymidte og Herlev Bygade. Her kan du klare hverdagens indkøb, men kan også finde restauranter, tøjbutikker, frisør og meget mere. Du kan gå en tur på det lille strøg ved Herlev Torv eller besøge butikkerne i Herlev Bymidte Center. Kun et par minutter fra bymidten ligger også BIG Shopping, hvor du kan finde bl.a. byggemarked, en biograf og et legeland for de mindste.
Forestil dig at bo et sted, hvor du kan have naturen og alt hvad du skal bruge i hverdagslivet tæt på – og samtidig have København inden for rækkevidde. Hop på cyklen, ind i bilen eller S-toget på Herlev Station, og kom let på arbejde. Gå en tur i en af byens mange parker eller dyrk outdoor-livet i et af de grønne naturområder.
Praktisk:
Derudover får du:
- Elevator i bygningen
- Depotrum i kælder eller plint
- Det er muligt at leje en p-plads i kælderen (der er også el ladepladser)
Det med småt:
- Det er ikke tilladt at stå i RKI
- Kæledyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig","I går, Hørkær, 2730 København, Herlev  - 3. sal",13.200 kr.,650 kr.,66.650 kr.,30. november 2024,66.650 kr.,Lejlighed,88 m²,4.0,3.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,30. november 2024,13.200 kr.,650 kr.,39.600 kr.,13.200 kr.,66.650 kr.,6.9.2024,5455328,none,-
Hjem > Lejligheder > København > 3 værelses > Herlev > Hjem > Lejligheder > København > 3 værelses > Herlev,Bo i Herlev,"3-værelses lejebolig i Bakkekæret
ÅBENT HUS:
Bakkekæret:
Find din nye lejebolig blandt de 445 lejeboliger. Her er et husrum til dig, der har brug for at børnene får eget værelse. Til parret, der vil have ekstra god plads. Til jer, der vil downsize. Til dem der vil bo alene. Til dem der vil bo sammen.
Frem for alt er der plads til alle livsfaser og drømme i Bakkekærets fællesskab mellem dig, naboer og naturen.
Boligerne bliver færdige i 6 etaper og denne bolig ligger i ejendommens tredje etape med indflytning 1. december 2024.
Gårdrum og fællesskab:
Bakkekærets hjerte er det grønne bakkedrag i gårdrummet, hvor græsset vokser til, træerne bærer frugt og urtehaverne kan dyrkes. Her kan børnene udforske naturen og tumle på legepladsen eller du kan nyde en fredelig kop kaffe i en varm solplet.
Med tre orangerier, tagterrasser og et fælleshus på 400 m2, er der skabt rum til både alenetid, familietid og hyggetid.
Herlev:
Lige rundt om hjørnet fra Bakkekæret finder du Herlev Bymidte og Herlev Bygade. Her kan du klare hverdagens indkøb, men kan også finde restauranter, tøjbutikker, frisør og meget mere. Du kan gå en tur på det lille strøg ved Herlev Torv eller besøge butikkerne i Herlev Bymidte Center. Kun et par minutter fra bymidten ligger også BIG Shopping, hvor du kan finde bl.a. byggemarked, en biograf og et legeland for de mindste.
Forestil dig at bo et sted, hvor du kan have naturen og alt hvad du skal bruge i hverdagslivet tæt på – og samtidig have København inden for rækkevidde. Hop på cyklen, ind i bilen eller S-toget på Herlev Station, og kom let på arbejde. Gå en tur i en af byens mange parker eller dyrk outdoor-livet i et af de grønne naturområder.
Praktisk:
Derudover får du:
- Elevator i bygningen
- Depotrum i kælder eller plint
- Det er muligt at leje en p-plads i kælderen (der er også el ladepladser)
Det med småt:
- Det er ikke tilladt at stå i RKI
- Kæledyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig","I går, Hørkær, 2730 København, Herlev  - 1. sal",12.200 kr.,450 kr.,61.450 kr.,30. november 2024,61.450 kr.,Lejlighed,65 m²,3.0,1.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,30. november 2024,12.200 kr.,450 kr.,36.600 kr.,12.200 kr.,61.450 kr.,6.9.2024,5455327,none,-
Hjem > Lejligheder > København > 2 værelses > Herlev > Hjem > Lejligheder > København > 2 værelses > Herlev,2-værelses lejebolig i Herlev,"Velkommen til Bakkekæret
ÅBENT HUS:
Bakkekæret:
Find din nye lejebolig blandt de 445 lejeboliger. Her er et husrum til dig, der har brug for at børnene får eget værelse. Til parret, der vil have ekstra god plads. Til jer, der vil downsize. Til dem der vil bo alene. Til dem der vil bo sammen.
Frem for alt er der plads til alle livsfaser og drømme i Bakkekærets fællesskab mellem dig, naboer og naturen.
Boligerne bliver færdige i 6 etaper og denne bolig ligger i ejendommens tredje etape med indflytning 1. december 2024.
Gårdrum og fællesskab:
Bakkekærets hjerte er det grønne bakkedrag i gårdrummet, hvor græsset vokser til, træerne bærer frugt og urtehaverne kan dyrkes. Her kan børnene udforske naturen og tumle på legepladsen eller du kan nyde en fredelig kop kaffe i en varm solplet.
Med tre orangerier, tagterrasser og et fælleshus på 400 m2, er der skabt rum til både alenetid, familietid og hyggetid.
Herlev:
Lige rundt om hjørnet fra Bakkekæret finder du Herlev Bymidte og Herlev Bygade. Her kan du klare hverdagens indkøb, men kan også finde restauranter, tøjbutikker, frisør og meget mere. Du kan gå en tur på det lille strøg ved Herlev Torv eller besøge butikkerne i Herlev Bymidte Center. Kun et par minutter fra bymidten ligger også BIG Shopping, hvor du kan finde bl.a. byggemarked, en biograf og et legeland for de mindste.
Forestil dig at bo et sted, hvor du kan have naturen og alt hvad du skal bruge i hverdagslivet tæt på – og samtidig have København inden for rækkevidde. Hop på cyklen, ind i bilen eller S-toget på Herlev Station, og kom let på arbejde. Gå en tur i en af byens mange parker eller dyrk outdoor-livet i et af de grønne naturområder.
Praktisk:
Derudover får du:
- Elevator i bygningen
- Depotrum i kælder eller plint
- Det er muligt at leje en p-plads i kælderen (der er også el ladepladser)
Det med småt:
- Det er ikke tilladt at stå i RKI
- Kæledyr skal godkendes af udlejer
- Bemærk, at billedmaterialet ikke nødvendigvis stammer fra den pågældende bolig","I går, Hørkær, 2730 København, Herlev  - 1. sal",10.500 kr.,350 kr.,52.850 kr.,30. november 2024,52.850 kr.,Lejlighed,57 m²,2.0,1.,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ja,Ja,Ja,Nej,Ja,Ubegrænset,30. november 2024,10.500 kr.,350 kr.,31.500 kr.,10.500 kr.,52.850 kr.,6.9.2024,5455326,none,-
Hjem > Lejligheder > København > 2 værelses > København Sv > Hjem > Lejligheder > København > 2 værelses > København Sv,"Quick move-in! Flott Leilighet klar til innflytning, full møblert. 13 500 Dkk alt inkludert.","Leie København

Rask innflytting!

Hei!
Fullt møblert leilighet på Frederiks Brygge er ledig for fremleie grunnet utveksling fra d. 10/9 til ca d. 15/1 (kan diskuteres).
Den er 66 m2 med et soverom, kjøkken, stue, 2 verandaer og et bad. Inkludert vaskemaskin og tørketrommel. 

Deilig beliggenhet med tilgang til brygge og nyåpnet metrostasjon (enghave brygge metro) 300m unna. Kort vei til matbutikk, treningssenter og fisketorvet (shoppingcenter💃🏽💃🏽) og beta boulders rett over gata !

Leien ligger på 13 500 DKK i måneden med alt inkludert 😎 

Perfekt for et par eller gode venner som trenger et sted å bo frem til januar 🫶 

Gjerne ta kontakt med Jesper på tlf.  for mer informasjon og bilder, eller hvis dere er interessert

Quick move-in!

Hi!
A fully furnished apartment at Frederiks Brygge is available for sublease due to an exchange program from September 10th to around January 15th (dates are negotiable).
It’s 66 m² with one bedroom, kitchen, living room, two balconies, and a bathroom. Includes washing machine and dryer.

Lovely location with access to the waterfront and a newly opened metro station (Enghave Brygge Metro) just 300m away. Close to a grocery store, gym, Fisketorvet (shopping center 💃🏽💃🏽), and Beta Boulders right across the street!

Rent is 13,500 DKK per month with everything included 😎

Perfect for a couple or good friends who need a place to stay until January 🫶","I går, Belvederekaj, 2450 København, København SV  - Stuen",13.500 kr.,0 kr.,27.000 kr.,Snarest muligt,27.000 kr.,Lejlighed,66 m²,2.0,Stuen,Ja,Nej,Nej,Nej,Nej,Nej,Ja,Nej,Ja,Ja,Ikke angivet,Ja,1-11 måneder,Snarest muligt,13.500 kr.,0 kr.,13.500 kr.,0 kr.,27.000 kr.,6.9.2024,5455314,none,-
